Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2022-01-04,,,,,
2022-01-05,,,,,
2022-01-06,,,,,
2022-01-07,,,,,
2022-01-10,,,,,
2022-01-11,,,,,
2022-01-12,,,,,
2022-01-13,,,,,
2022-01-14,,,,,
2022-01-18,,,,,
2022-01-19,,,,,
2022-01-20,,,,,
2022-01-21,,,,,
2022-01-24,,,,,
2022-01-25,,,,,
2022-01-26,,,,,
2022-01-27,,,,,
2022-01-28,,,,,
2022-01-31,,,,,
2022-02-01,,,,,
2022-02-02,,,,,
2022-02-03,,,,,
2022-02-04,,,,,
2022-02-07,,,,,
2022-02-08,,,,,
2022-02-09,,,,,
2022-02-10,,,,,
2022-02-11,,,,,
2022-02-14,,,,,
2022-02-15,0.019301043935385225,0.035896435631247205,0.02382352416863172,0.02020609984816698,0.04216472155040553
2022-02-16,0.019185270290075714,0.03585471643076413,0.023887765292098313,0.020041046582896484,0.041697491967759966
2022-02-17,0.01896470642444331,0.035907897236807755,0.02340584218496812,0.01954734782134771,0.041601572240099534
2022-02-18,0.01880137782457665,0.0359610556354033,0.023566241784909812,0.01956618395990374,0.041608998811697995
2022-02-22,0.019054331416792934,0.036050988125930813,0.023562387629704654,0.019560662811626224,0.041765412430983063
2022-02-23,0.01956930470530421,0.03656806532626231,0.02358467362053855,0.020000600190879115,0.04271417138191732
2022-02-24,0.0195658454680897,0.03730048181014875,0.024773855267783435,0.02233987142894074,0.04392862595105521
2022-02-25,0.019744648793031023,0.037450514076204824,0.024797489391545864,0.022317830820357234,0.043170332303174484
2022-02-28,0.019483914648892778,0.03720993915073264,0.02456253900997523,0.02099980670077163,0.0443700783791084
2022-03-01,0.019537330262894104,0.03728338940604716,0.02455594245969324,0.020832299293766454,0.04417259969810549
2022-03-02,0.019670744183492593,0.037147483378449794,0.024147346037542785,0.02065117342128665,0.04430734461681161
2022-03-03,0.019286264282187833,0.03735720134417942,0.024135253542429007,0.020807805739055045,0.0446460751894868
2022-03-04,0.01949359706044659,0.0370708938364747,0.024165339208279523,0.021106785419833525,0.0446398302010869
2022-03-07,0.019839430597398046,0.03689585578583735,0.02504044328617761,0.021934750646465426,0.044238923468085174
2022-03-08,0.01993087935077299,0.03684195585855721,0.025057034119745206,0.021992350750555518,0.04450373416628333
2022-03-09,0.020846751149719074,0.03666982139074038,0.026061082264434793,0.023155901432052272,0.045209343140559306
2022-03-10,0.021468748379986642,0.03790909546542422,0.025933134558317073,0.022602462839848347,0.04519918525812649
2022-03-11,0.021905220008635946,0.037960405378001084,0.026197655113736146,0.022735811776066886,0.04099362861666381
2022-03-14,0.01791849979459308,0.03786767664063672,0.02600628028238506,0.022091889773104015,0.04129487093117625
2022-03-15,0.018134097159579258,0.03786782178589758,0.026323391209240442,0.023301300584267142,0.037035426343226784
2022-03-16,0.01909497999173549,0.038483024705287874,0.02679531941442675,0.02381379701124658,0.03824438926196272
2022-03-17,0.019084820601691168,0.03875719096237371,0.022671938927630874,0.02362494952499723,0.03862607609050515
2022-03-18,0.019372856572860798,0.03586665029055535,0.022225331625270118,0.022789295484672845,0.03916100832906344
2022-03-21,0.01945994197415521,0.02618746006512657,0.02222020497590463,0.02261569668563852,0.038733925117959436
2022-03-22,0.019858053521669538,0.026438623486206497,0.02222876570215947,0.022611808095457205,0.041115730490709344
2022-03-23,0.019609744178791227,0.02622498504309491,0.022331172795275068,0.022682753791079924,0.041051285000053665
2022-03-24,0.020009179556561098,0.026222181928084363,0.022576234899833802,0.022496247354893268,0.04108225947461157
2022-03-25,0.01952470512511324,0.026100359117911164,0.0222173220653099,0.02187243354160771,0.04063070623078493
